order_id,order_date,order_time,item_name,category,price,order_datetime
903,2023-01-15,7:27:22 PM,Cheese Quesadillas,Mexican,10.5,2023-01-15 19:27:22
904,2023-01-15,8:07:01 PM,Hamburger,American,12.95,2023-01-15 20:07:01
904,2023-01-15,8:07:01 PM,Salmon Roll,Asian,14.95,2023-01-15 20:07:01
905,2023-01-15,8:12:06 PM,Hamburger,American,12.95,2023-01-15 20:12:06
905,2023-01-15,8:12:06 PM,Meat Lasagna,Italian,17.95,2023-01-15 20:12:06
905,2023-01-15,8:12:06 PM,Eggplant Parmesan,Italian,16.95,2023-01-15 20:12:06
906,2023-01-15,8:51:59 PM,Cheese Quesadillas,Mexican,10.5,2023-01-15 20:51:59
906,2023-01-15,8:51:59 PM,Mac & Cheese,American,7.0,2023-01-15 20:51:59
907,2023-01-15,8:54:32 PM,Steak Torta,Mexican,13.95,2023-01-15 20:54:32
908,2023-01-15,9:42:32 PM,Edamame,Asian,5.0,2023-01-15 21:42:32
908,2023-01-15,9:42:32 PM,French Fries,American,7.0,2023-01-15 21:42:32
909,2023-01-16,11:19:25 AM,Hamburger,American,12.95,2023-01-16 11:19:25
909,2023-01-16,11:19:25 AM,Meat Lasagna,Italian,17.95,2023-01-16 11:19:25
909,2023-01-16,11:19:25 AM,Chips & Salsa,Mexican,7.0,2023-01-16 11:19:25
910,2023-01-16,11:25:40 AM,Pork Ramen,Asian,17.95,2023-01-16 11:25:40
910,2023-01-16,11:25:40 AM,Chicken Torta,Mexican,11.95,2023-01-16 11:25:40
910,2023-01-16,11:25:40 AM,Eggplant Parmesan,Italian,16.95,2023-01-16 11:25:40
911,2023-01-16,11:36:00 AM,Hamburger,American,12.95,2023-01-16 11:36:00
911,2023-01-16,11:36:00 AM,Chicken Parmesan,Italian,17.95,2023-01-16 11:36:00
912,2023-01-16,11:39:48 AM,Salmon Roll,Asian,14.95,2023-01-16 11:39:48
913,2023-01-16,11:55:24 AM,Chips & Guacamole,Mexican,9.0,2023-01-16 11:55:24
914,2023-01-16,12:14:22 PM,Eggplant Parmesan,Italian,16.95,2023-01-16 12:14:22
915,2023-01-16,12:20:22 PM,Hamburger,American,12.95,2023-01-16 12:20:22
915,2023-01-16,12:20:22 PM,Spaghetti,Italian,14.5,2023-01-16 12:20:22
915,2023-01-16,12:20:22 PM,Fettuccine Alfredo,Italian,14.5,2023-01-16 12:20:22
915,2023-01-16,12:20:22 PM,California Roll,Asian,11.95,2023-01-16 12:20:22
915,2023-01-16,12:20:22 PM,Edamame,Asian,5.0,2023-01-16 12:20:22
915,2023-01-16,12:20:22 PM,Edamame,Asian,5.0,2023-01-16 12:20:22
915,2023-01-16,12:20:22 PM,Chicken Torta,Mexican,11.95,2023-01-16 12:20:22
915,2023-01-16,12:20:22 PM,Chips & Salsa,Mexican,7.0,2023-01-16 12:20:22
916,2023-01-16,12:30:09 PM,Chicken Burrito,Mexican,12.95,2023-01-16 12:30:09
916,2023-01-16,12:30:09 PM,Mushroom Ravioli,Italian,15.5,2023-01-16 12:30:09
916,2023-01-16,12:30:09 PM,Edamame,Asian,5.0,2023-01-16 12:30:09
917,2023-01-16,12:34:15 PM,Mac & Cheese,American,7.0,2023-01-16 12:34:15
918,2023-01-16,1:06:04 PM,Chicken Parmesan,Italian,17.95,2023-01-16 13:06:04
919,2023-01-16,1:11:15 PM,California Roll,Asian,11.95,2023-01-16 13:11:15
920,2023-01-16,1:16:55 PM,Hamburger,American,12.95,2023-01-16 13:16:55
920,2023-01-16,1:16:55 PM,Tofu Pad Thai,Asian,14.5,2023-01-16 13:16:55
921,2023-01-16,1:18:32 PM,Mac & Cheese,American,7.0,2023-01-16 13:18:32
921,2023-01-16,1:18:32 PM,Shrimp Scampi,Italian,19.95,2023-01-16 13:18:32
922,2023-01-16,1:19:43 PM,Steak Tacos,Mexican,13.95,2023-01-16 13:19:43
922,2023-01-16,1:19:43 PM,Edamame,Asian,5.0,2023-01-16 13:19:43
922,2023-01-16,1:19:43 PM,Mac & Cheese,American,7.0,2023-01-16 13:19:43
923,2023-01-16,1:23:29 PM,Mushroom Ravioli,Italian,15.5,2023-01-16 13:23:29
923,2023-01-16,1:23:29 PM,Chicken Parmesan,Italian,17.95,2023-01-16 13:23:29
924,2023-01-16,1:27:57 PM,Edamame,Asian,5.0,2023-01-16 13:27:57
924,2023-01-16,1:27:57 PM,Mac & Cheese,American,7.0,2023-01-16 13:27:57
925,2023-01-16,1:42:47 PM,Eggplant Parmesan,Italian,16.95,2023-01-16 13:42:47
926,2023-01-16,1:51:38 PM,Tofu Pad Thai,Asian,14.5,2023-01-16 13:51:38
926,2023-01-16,1:51:38 PM,Edamame,Asian,5.0,2023-01-16 13:51:38
926,2023-01-16,1:51:38 PM,Steak Torta,Mexican,13.95,2023-01-16 13:51:38
926,2023-01-16,1:51:38 PM,Eggplant Parmesan,Italian,16.95,2023-01-16 13:51:38
927,2023-01-16,1:59:21 PM,Cheeseburger,American,13.95,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,Hot Dog,American,9.0,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,Tofu Pad Thai,Asian,14.5,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,Korean Beef Bowl,Asian,17.95,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,Pork Ramen,Asian,17.95,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,Mushroom Ravioli,Italian,15.5,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,California Roll,Asian,11.95,2023-01-16 13:59:21
927,2023-01-16,1:59:21 PM,Chicken Parmesan,Italian,17.95,2023-01-16 13:59:21
928,2023-01-16,2:14:40 PM,Cheeseburger,American,13.95,2023-01-16 14:14:40
928,2023-01-16,2:14:40 PM,French Fries,American,7.0,2023-01-16 14:14:40
929,2023-01-16,2:24:45 PM,Spaghetti,Italian,14.5,2023-01-16 14:24:45
930,2023-01-16,3:00:11 PM,Pork Ramen,Asian,17.95,2023-01-16 15:00:11
930,2023-01-16,3:00:11 PM,California Roll,Asian,11.95,2023-01-16 15:00:11
930,2023-01-16,3:00:11 PM,Salmon Roll,Asian,14.95,2023-01-16 15:00:11
931,2023-01-16,3:27:24 PM,Hamburger,American,12.95,2023-01-16 15:27:24
931,2023-01-16,3:27:24 PM,Spaghetti,Italian,14.5,2023-01-16 15:27:24
931,2023-01-16,3:27:24 PM,Steak Burrito,Mexican,14.95,2023-01-16 15:27:24
932,2023-01-16,3:33:19 PM,Steak Tacos,Mexican,13.95,2023-01-16 15:33:19
932,2023-01-16,3:33:19 PM,French Fries,American,7.0,2023-01-16 15:33:19
933,2023-01-16,3:49:05 PM,Spaghetti,Italian,14.5,2023-01-16 15:49:05
934,2023-01-16,3:55:24 PM,French Fries,American,7.0,2023-01-16 15:55:24
935,2023-01-16,4:14:59 PM,Orange Chicken,Asian,16.5,2023-01-16 16:14:59
935,2023-01-16,4:14:59 PM,Chips & Salsa,Mexican,7.0,2023-01-16 16:14:59
935,2023-01-16,4:14:59 PM,Chicken Parmesan,Italian,17.95,2023-01-16 16:14:59
935,2023-01-16,4:14:59 PM,Potstickers,Asian,9.0,2023-01-16 16:14:59
936,2023-01-16,4:19:19 PM,Steak Torta,Mexican,13.95,2023-01-16 16:19:19
937,2023-01-16,4:20:32 PM,Chips & Salsa,Mexican,7.0,2023-01-16 16:20:32
938,2023-01-16,4:43:09 PM,Chicken Burrito,Mexican,12.95,2023-01-16 16:43:09
938,2023-01-16,4:43:09 PM,Steak Burrito,Mexican,14.95,2023-01-16 16:43:09
938,2023-01-16,4:43:09 PM,Chicken Parmesan,Italian,17.95,2023-01-16 16:43:09
939,2023-01-16,4:59:23 PM,Steak Burrito,Mexican,14.95,2023-01-16 16:59:23
939,2023-01-16,4:59:23 PM,Shrimp Scampi,Italian,19.95,2023-01-16 16:59:23
940,2023-01-16,5:05:08 PM,California Roll,Asian,11.95,2023-01-16 17:05:08
940,2023-01-16,5:05:08 PM,Salmon Roll,Asian,14.95,2023-01-16 17:05:08
940,2023-01-16,5:05:08 PM,Steak Burrito,Mexican,14.95,2023-01-16 17:05:08
941,2023-01-16,5:09:08 PM,Fettuccine Alfredo,Italian,14.5,2023-01-16 17:09:08
941,2023-01-16,5:09:08 PM,Pork Ramen,Asian,17.95,2023-01-16 17:09:08
942,2023-01-16,5:18:37 PM,Hamburger,American,12.95,2023-01-16 17:18:37
942,2023-01-16,5:18:37 PM,Mac & Cheese,American,7.0,2023-01-16 17:18:37
943,2023-01-16,5:22:00 PM,Steak Torta,Mexican,13.95,2023-01-16 17:22:00
944,2023-01-16,5:54:33 PM,Tofu Pad Thai,Asian,14.5,2023-01-16 17:54:33
945,2023-01-16,5:58:38 PM,Hamburger,American,12.95,2023-01-16 17:58:38
945,2023-01-16,5:58:38 PM,Spaghetti,Italian,14.5,2023-01-16 17:58:38
945,2023-01-16,5:58:38 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-16 17:58:38
945,2023-01-16,5:58:38 PM,Korean Beef Bowl,Asian,17.95,2023-01-16 17:58:38
946,2023-01-16,6:00:48 PM,Cheeseburger,American,13.95,2023-01-16 18:00:48
946,2023-01-16,6:00:48 PM,Edamame,Asian,5.0,2023-01-16 18:00:48
946,2023-01-16,6:00:48 PM,Shrimp Scampi,Italian,19.95,2023-01-16 18:00:48
946,2023-01-16,6:00:48 PM,Chips & Guacamole,Mexican,9.0,2023-01-16 18:00:48
947,2023-01-16,6:13:15 PM,Cheeseburger,American,13.95,2023-01-16 18:13:15
947,2023-01-16,6:13:15 PM,Edamame,Asian,5.0,2023-01-16 18:13:15
948,2023-01-16,6:42:17 PM,Salmon Roll,Asian,14.95,2023-01-16 18:42:17
948,2023-01-16,6:42:17 PM,Edamame,Asian,5.0,2023-01-16 18:42:17
948,2023-01-16,6:42:17 PM,Chips & Salsa,Mexican,7.0,2023-01-16 18:42:17
948,2023-01-16,6:42:17 PM,Eggplant Parmesan,Italian,16.95,2023-01-16 18:42:17
949,2023-01-16,6:52:18 PM,Mushroom Ravioli,Italian,15.5,2023-01-16 18:52:18
949,2023-01-16,6:52:18 PM,Eggplant Parmesan,Italian,16.95,2023-01-16 18:52:18
950,2023-01-16,6:57:56 PM,Cheeseburger,American,13.95,2023-01-16 18:57:56
951,2023-01-16,7:03:46 PM,Meat Lasagna,Italian,17.95,2023-01-16 19:03:46
952,2023-01-16,7:05:35 PM,Orange Chicken,Asian,16.5,2023-01-16 19:05:35
952,2023-01-16,7:05:35 PM,Steak Tacos,Mexican,13.95,2023-01-16 19:05:35
952,2023-01-16,7:05:35 PM,Steak Burrito,Mexican,14.95,2023-01-16 19:05:35
952,2023-01-16,7:05:35 PM,Chicken Parmesan,Italian,17.95,2023-01-16 19:05:35
953,2023-01-16,7:12:08 PM,Hamburger,American,12.95,2023-01-16 19:12:08
953,2023-01-16,7:12:08 PM,Hot Dog,American,9.0,2023-01-16 19:12:08
953,2023-01-16,7:12:08 PM,Chicken Parmesan,Italian,17.95,2023-01-16 19:12:08
954,2023-01-16,7:14:03 PM,French Fries,American,7.0,2023-01-16 19:14:03
955,2023-01-16,7:24:16 PM,Cheeseburger,American,13.95,2023-01-16 19:24:16
955,2023-01-16,7:24:16 PM,Spaghetti,Italian,14.5,2023-01-16 19:24:16
955,2023-01-16,7:24:16 PM,California Roll,Asian,11.95,2023-01-16 19:24:16
956,2023-01-16,7:24:40 PM,Chicken Torta,Mexican,11.95,2023-01-16 19:24:40
956,2023-01-16,7:24:40 PM,French Fries,American,7.0,2023-01-16 19:24:40
957,2023-01-16,7:32:12 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-16 19:32:12
957,2023-01-16,7:32:12 PM,Fettuccine Alfredo,Italian,14.5,2023-01-16 19:32:12
957,2023-01-16,7:32:12 PM,Meat Lasagna,Italian,17.95,2023-01-16 19:32:12
957,2023-01-16,7:32:12 PM,Shrimp Scampi,Italian,19.95,2023-01-16 19:32:12
958,2023-01-16,7:33:33 PM,Edamame,Asian,5.0,2023-01-16 19:33:33
959,2023-01-16,7:34:00 PM,Cheeseburger,American,13.95,2023-01-16 19:34:00
959,2023-01-16,7:34:00 PM,Shrimp Scampi,Italian,19.95,2023-01-16 19:34:00
960,2023-01-16,7:35:00 PM,Chips & Salsa,Mexican,7.0,2023-01-16 19:35:00
961,2023-01-16,7:42:20 PM,Hamburger,American,12.95,2023-01-16 19:42:20
961,2023-01-16,7:42:20 PM,Pork Ramen,Asian,17.95,2023-01-16 19:42:20
962,2023-01-16,7:55:17 PM,Orange Chicken,Asian,16.5,2023-01-16 19:55:17
962,2023-01-16,7:55:17 PM,Salmon Roll,Asian,14.95,2023-01-16 19:55:17
963,2023-01-16,8:06:41 PM,Cheeseburger,American,13.95,2023-01-16 20:06:41
963,2023-01-16,8:06:41 PM,Veggie Burger,American,10.5,2023-01-16 20:06:41
963,2023-01-16,8:06:41 PM,Steak Torta,Mexican,13.95,2023-01-16 20:06:41
964,2023-01-16,8:24:37 PM,Orange Chicken,Asian,16.5,2023-01-16 20:24:37
964,2023-01-16,8:24:37 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-16 20:24:37
965,2023-01-16,8:41:02 PM,Fettuccine Alfredo,Italian,14.5,2023-01-16 20:41:02
965,2023-01-16,8:41:02 PM,Chips & Salsa,Mexican,7.0,2023-01-16 20:41:02
965,2023-01-16,8:41:02 PM,Chicken Parmesan,Italian,17.95,2023-01-16 20:41:02
965,2023-01-16,8:41:02 PM,French Fries,American,7.0,2023-01-16 20:41:02
966,2023-01-16,8:59:17 PM,Steak Torta,Mexican,13.95,2023-01-16 20:59:17
966,2023-01-16,8:59:17 PM,Chicken Parmesan,Italian,17.95,2023-01-16 20:59:17
967,2023-01-16,9:03:33 PM,Cheese Lasagna,Italian,15.5,2023-01-16 21:03:33
968,2023-01-16,9:23:01 PM,Korean Beef Bowl,Asian,17.95,2023-01-16 21:23:01
968,2023-01-16,9:23:01 PM,Pork Ramen,Asian,17.95,2023-01-16 21:23:01
969,2023-01-16,9:36:19 PM,Mushroom Ravioli,Italian,15.5,2023-01-16 21:36:19
970,2023-01-16,9:44:35 PM,Tofu Pad Thai,Asian,14.5,2023-01-16 21:44:35
970,2023-01-16,9:44:35 PM,Chips & Salsa,Mexican,7.0,2023-01-16 21:44:35
971,2023-01-16,9:46:20 PM,Hot Dog,American,9.0,2023-01-16 21:46:20
971,2023-01-16,9:46:20 PM,Tofu Pad Thai,Asian,14.5,2023-01-16 21:46:20
971,2023-01-16,9:46:20 PM,Chicken Burrito,Mexican,12.95,2023-01-16 21:46:20
971,2023-01-16,9:46:20 PM,Steak Torta,Mexican,13.95,2023-01-16 21:46:20
972,2023-01-16,10:03:09 PM,Edamame,Asian,5.0,2023-01-16 22:03:09
972,2023-01-16,10:03:09 PM,Edamame,Asian,5.0,2023-01-16 22:03:09
973,2023-01-16,10:06:08 PM,Mushroom Ravioli,Italian,15.5,2023-01-16 22:06:08
974,2023-01-16,10:06:53 PM,Tofu Pad Thai,Asian,14.5,2023-01-16 22:06:53
975,2023-01-16,10:10:21 PM,Fettuccine Alfredo,Italian,14.5,2023-01-16 22:10:21
975,2023-01-16,10:10:21 PM,Cheese Lasagna,Italian,15.5,2023-01-16 22:10:21
976,2023-01-17,11:53:19 AM,Edamame,Asian,5.0,2023-01-17 11:53:19
977,2023-01-17,12:01:58 PM,Salmon Roll,Asian,14.95,2023-01-17 12:01:58
977,2023-01-17,12:01:58 PM,French Fries,American,7.0,2023-01-17 12:01:58
978,2023-01-17,12:24:36 PM,Hamburger,American,12.95,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Orange Chicken,Asian,16.5,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Chicken Tacos,Mexican,11.95,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Chicken Burrito,Mexican,12.95,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Chicken Burrito,Mexican,12.95,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Cheese Lasagna,Italian,15.5,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Steak Burrito,Mexican,14.95,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,Chips & Salsa,Mexican,7.0,2023-01-17 12:24:36
978,2023-01-17,12:24:36 PM,French Fries,American,7.0,2023-01-17 12:24:36
979,2023-01-17,12:57:28 PM,Shrimp Scampi,Italian,19.95,2023-01-17 12:57:28
980,2023-01-17,12:58:36 PM,Cheeseburger,American,13.95,2023-01-17 12:58:36
980,2023-01-17,12:58:36 PM,California Roll,Asian,11.95,2023-01-17 12:58:36
980,2023-01-17,12:58:36 PM,Steak Torta,Mexican,13.95,2023-01-17 12:58:36
980,2023-01-17,12:58:36 PM,Chips & Guacamole,Mexican,9.0,2023-01-17 12:58:36
980,2023-01-17,12:58:36 PM,French Fries,American,7.0,2023-01-17 12:58:36
980,2023-01-17,12:58:36 PM,French Fries,American,7.0,2023-01-17 12:58:36
981,2023-01-17,1:56:46 PM,Hamburger,American,12.95,2023-01-17 13:56:46
982,2023-01-17,2:12:58 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-17 14:12:58
982,2023-01-17,2:12:58 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 14:12:58
982,2023-01-17,2:12:58 PM,Edamame,Asian,5.0,2023-01-17 14:12:58
982,2023-01-17,2:12:58 PM,Mac & Cheese,American,7.0,2023-01-17 14:12:58
983,2023-01-17,2:29:31 PM,Orange Chicken,Asian,16.5,2023-01-17 14:29:31
984,2023-01-17,2:33:55 PM,Pork Ramen,Asian,17.95,2023-01-17 14:33:55
985,2023-01-17,2:34:50 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 14:34:50
985,2023-01-17,2:34:50 PM,Meat Lasagna,Italian,17.95,2023-01-17 14:34:50
985,2023-01-17,2:34:50 PM,Cheese Quesadillas,Mexican,10.5,2023-01-17 14:34:50
986,2023-01-17,2:35:25 PM,Eggplant Parmesan,Italian,16.95,2023-01-17 14:35:25
987,2023-01-17,2:41:14 PM,Hamburger,American,12.95,2023-01-17 14:41:14
987,2023-01-17,2:41:14 PM,Steak Tacos,Mexican,13.95,2023-01-17 14:41:14
987,2023-01-17,2:41:14 PM,Chicken Torta,Mexican,11.95,2023-01-17 14:41:14
988,2023-01-17,2:44:56 PM,Meat Lasagna,Italian,17.95,2023-01-17 14:44:56
989,2023-01-17,3:08:38 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 15:08:38
990,2023-01-17,3:30:10 PM,Edamame,Asian,5.0,2023-01-17 15:30:10
991,2023-01-17,3:43:27 PM,Orange Chicken,Asian,16.5,2023-01-17 15:43:27
991,2023-01-17,3:43:27 PM,Cheese Quesadillas,Mexican,10.5,2023-01-17 15:43:27
992,2023-01-17,3:49:31 PM,Chicken Burrito,Mexican,12.95,2023-01-17 15:49:31
993,2023-01-17,4:16:59 PM,Hamburger,American,12.95,2023-01-17 16:16:59
994,2023-01-17,4:19:42 PM,Cheeseburger,American,13.95,2023-01-17 16:19:42
994,2023-01-17,4:19:42 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 16:19:42
994,2023-01-17,4:19:42 PM,French Fries,American,7.0,2023-01-17 16:19:42
994,2023-01-17,4:19:42 PM,French Fries,American,7.0,2023-01-17 16:19:42
995,2023-01-17,4:57:30 PM,Cheeseburger,American,13.95,2023-01-17 16:57:30
996,2023-01-17,5:11:07 PM,Pork Ramen,Asian,17.95,2023-01-17 17:11:07
996,2023-01-17,5:11:07 PM,Pork Ramen,Asian,17.95,2023-01-17 17:11:07
996,2023-01-17,5:11:07 PM,California Roll,Asian,11.95,2023-01-17 17:11:07
996,2023-01-17,5:11:07 PM,Shrimp Scampi,Italian,19.95,2023-01-17 17:11:07
997,2023-01-17,5:16:26 PM,Mushroom Ravioli,Italian,15.5,2023-01-17 17:16:26
998,2023-01-17,5:19:16 PM,Pork Ramen,Asian,17.95,2023-01-17 17:19:16
999,2023-01-17,5:21:24 PM,Mac & Cheese,American,7.0,2023-01-17 17:21:24
1000,2023-01-17,5:24:24 PM,Chicken Tacos,Mexican,11.95,2023-01-17 17:24:24
1000,2023-01-17,5:24:24 PM,Cheese Lasagna,Italian,15.5,2023-01-17 17:24:24
1001,2023-01-17,5:28:05 PM,Orange Chicken,Asian,16.5,2023-01-17 17:28:05
1001,2023-01-17,5:28:05 PM,Edamame,Asian,5.0,2023-01-17 17:28:05
1001,2023-01-17,5:28:05 PM,Chips & Salsa,Mexican,7.0,2023-01-17 17:28:05
1002,2023-01-17,5:29:41 PM,Hamburger,American,12.95,2023-01-17 17:29:41
1002,2023-01-17,5:29:41 PM,Veggie Burger,American,10.5,2023-01-17 17:29:41
1003,2023-01-17,5:31:16 PM,Cheeseburger,American,13.95,2023-01-17 17:31:16
1003,2023-01-17,5:31:16 PM,Cheeseburger,American,13.95,2023-01-17 17:31:16
1003,2023-01-17,5:31:16 PM,Edamame,Asian,5.0,2023-01-17 17:31:16
1005,2023-01-17,5:49:51 PM,Hamburger,American,12.95,2023-01-17 17:49:51
1005,2023-01-17,5:49:51 PM,Steak Torta,Mexican,13.95,2023-01-17 17:49:51
1006,2023-01-17,6:28:12 PM,French Fries,American,7.0,2023-01-17 18:28:12
1006,2023-01-17,6:28:12 PM,Eggplant Parmesan,Italian,16.95,2023-01-17 18:28:12
1007,2023-01-17,6:35:22 PM,Eggplant Parmesan,Italian,16.95,2023-01-17 18:35:22
1008,2023-01-17,6:49:59 PM,Tofu Pad Thai,Asian,14.5,2023-01-17 18:49:59
1008,2023-01-17,6:49:59 PM,Potstickers,Asian,9.0,2023-01-17 18:49:59
1009,2023-01-17,6:58:24 PM,Tofu Pad Thai,Asian,14.5,2023-01-17 18:58:24
1009,2023-01-17,6:58:24 PM,Fettuccine Alfredo,Italian,14.5,2023-01-17 18:58:24
1010,2023-01-17,7:15:11 PM,Orange Chicken,Asian,16.5,2023-01-17 19:15:11
1010,2023-01-17,7:15:11 PM,Hot Dog,American,9.0,2023-01-17 19:15:11
1010,2023-01-17,7:15:11 PM,Meat Lasagna,Italian,17.95,2023-01-17 19:15:11
1011,2023-01-17,7:20:20 PM,Salmon Roll,Asian,14.95,2023-01-17 19:20:20
1012,2023-01-17,7:25:32 PM,Fettuccine Alfredo,Italian,14.5,2023-01-17 19:25:32
1012,2023-01-17,7:25:32 PM,Chicken Torta,Mexican,11.95,2023-01-17 19:25:32
1013,2023-01-17,7:26:40 PM,Cheese Quesadillas,Mexican,10.5,2023-01-17 19:26:40
1013,2023-01-17,7:26:40 PM,Chips & Guacamole,Mexican,9.0,2023-01-17 19:26:40
1014,2023-01-17,7:38:17 PM,Veggie Burger,American,10.5,2023-01-17 19:38:17
1014,2023-01-17,7:38:17 PM,Edamame,Asian,5.0,2023-01-17 19:38:17
1014,2023-01-17,7:38:17 PM,Chicken Torta,Mexican,11.95,2023-01-17 19:38:17
1014,2023-01-17,7:38:17 PM,Mac & Cheese,American,7.0,2023-01-17 19:38:17
1015,2023-01-17,7:42:51 PM,French Fries,American,7.0,2023-01-17 19:42:51
1016,2023-01-17,7:44:36 PM,Cheeseburger,American,13.95,2023-01-17 19:44:36
1016,2023-01-17,7:44:36 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 19:44:36
1016,2023-01-17,7:44:36 PM,Steak Torta,Mexican,13.95,2023-01-17 19:44:36
1017,2023-01-17,8:13:32 PM,Cheeseburger,American,13.95,2023-01-17 20:13:32
1018,2023-01-17,8:38:50 PM,Hamburger,American,12.95,2023-01-17 20:38:50
1018,2023-01-17,8:38:50 PM,Cheeseburger,American,13.95,2023-01-17 20:38:50
1018,2023-01-17,8:38:50 PM,Salmon Roll,Asian,14.95,2023-01-17 20:38:50
1019,2023-01-17,8:50:54 PM,Korean Beef Bowl,Asian,17.95,2023-01-17 20:50:54
1019,2023-01-17,8:50:54 PM,Cheese Quesadillas,Mexican,10.5,2023-01-17 20:50:54
1019,2023-01-17,8:50:54 PM,Shrimp Scampi,Italian,19.95,2023-01-17 20:50:54
1020,2023-01-17,9:04:20 PM,Hamburger,American,12.95,2023-01-17 21:04:20
1020,2023-01-17,9:04:20 PM,Hamburger,American,12.95,2023-01-17 21:04:20
1020,2023-01-17,9:04:20 PM,Edamame,Asian,5.0,2023-01-17 21:04:20
1020,2023-01-17,9:04:20 PM,Mac & Cheese,American,7.0,2023-01-17 21:04:20
1021,2023-01-17,9:11:31 PM,Hamburger,American,12.95,2023-01-17 21:11:31
1021,2023-01-17,9:11:31 PM,Cheeseburger,American,13.95,2023-01-17 21:11:31
1021,2023-01-17,9:11:31 PM,Cheese Lasagna,Italian,15.5,2023-01-17 21:11:31
1021,2023-01-17,9:11:31 PM,Edamame,Asian,5.0,2023-01-17 21:11:31
1022,2023-01-17,9:16:01 PM,French Fries,American,7.0,2023-01-17 21:16:01
1023,2023-01-17,9:20:18 PM,Pork Ramen,Asian,17.95,2023-01-17 21:20:18
1024,2023-01-17,9:21:23 PM,Hamburger,American,12.95,2023-01-17 21:21:23
1025,2023-01-17,9:49:00 PM,Salmon Roll,Asian,14.95,2023-01-17 21:49:00
1025,2023-01-17,9:49:00 PM,Edamame,Asian,5.0,2023-01-17 21:49:00
1025,2023-01-17,9:49:00 PM,Eggplant Parmesan,Italian,16.95,2023-01-17 21:49:00
1026,2023-01-17,9:55:05 PM,Cheeseburger,American,13.95,2023-01-17 21:55:05
1026,2023-01-17,9:55:05 PM,Tofu Pad Thai,Asian,14.5,2023-01-17 21:55:05
1027,2023-01-17,9:57:02 PM,Spaghetti & Meatballs,Italian,17.95,2023-01-17 21:57:02
1028,2023-01-17,10:02:45 PM,California Roll,Asian,11.95,2023-01-17 22:02:45
1028,2023-01-17,10:02:45 PM,Steak Torta,Mexican,13.95,2023-01-17 22:02:45
1029,2023-01-17,10:06:27 PM,Steak Torta,Mexican,13.95,2023-01-17 22:06:27
1029,2023-01-17,10:06:27 PM,Potstickers,Asian,9.0,2023-01-17 22:06:27
1030,2023-01-17,10:13:59 PM,Edamame,Asian,5.0,2023-01-17 22:13:59
1030,2023-01-17,10:13:59 PM,Steak Burrito,Mexican,14.95,2023-01-17 22:13:59
1030,2023-01-17,10:13:59 PM,Steak Torta,Mexican,13.95,2023-01-17 22:13:59
1030,2023-01-17,10:13:59 PM,Chips & Salsa,Mexican,7.0,2023-01-17 22:13:59
1031,2023-01-18,11:39:03 AM,Tofu Pad Thai,Asian,14.5,2023-01-18 11:39:03
1031,2023-01-18,11:39:03 AM,Korean Beef Bowl,Asian,17.95,2023-01-18 11:39:03
1032,2023-01-18,11:45:13 AM,Hamburger,American,12.95,2023-01-18 11:45:13
1033,2023-01-18,11:54:13 AM,Cheeseburger,American,13.95,2023-01-18 11:54:13
1034,2023-01-18,12:07:59 PM,Hamburger,American,12.95,2023-01-18 12:07:59
1034,2023-01-18,12:07:59 PM,Mushroom Ravioli,Italian,15.5,2023-01-18 12:07:59
1034,2023-01-18,12:07:59 PM,California Roll,Asian,11.95,2023-01-18 12:07:59
1034,2023-01-18,12:07:59 PM,California Roll,Asian,11.95,2023-01-18 12:07:59
1034,2023-01-18,12:07:59 PM,Edamame,Asian,5.0,2023-01-18 12:07:59
1034,2023-01-18,12:07:59 PM,Steak Torta,Mexican,13.95,2023-01-18 12:07:59
1034,2023-01-18,12:07:59 PM,Cheese Quesadillas,Mexican,10.5,2023-01-18 12:07:59
